Rating,Title,Content,Author Name,Date
5,Furious 6 (2013) Wear starting,"The biggest problem with Fast and Furious 6 is that it is between the fifth and seventh films in the franchise, which are among the best. However, by itself it is already a weak film. The action is fun at times, but it is generic and fails to convey a sense of danger. It's a film that is much more interesting at the beginning, but throughout the film it becomes exhausting and the third act is extremely weak. The whole story is very boring, it doesn't hold up and tries to be extraordinary, but it fails to entertain either through the narrative or the action. The characters have an interesting relationship, but all the subplots created are extremely uninteresting and many lead nowhere, meaning that the depth that should occur does not occur. It's not a bad film, but it's mediocrity.",claszdsburrogato,"Jan 11, 2024"
4,Don't Waste Your Time,No content,stephenmorrison-24732,"Feb 12, 2017"
1,Couldn't get past 2 minutes,"Muscle, tough look, hard hitting, death stare ....
What's not to like!Switched off after 2 minutes!",philipt-17083,"Sep 25, 2021"
5,Good for wasting time & eating popcorn,"Interesting plot. Some atrocious (wooden) acting. Action scenes were OK, but fast camera angle changes give an amateurish feel and destroy the ability to follow what's going on.",SandandSlopes,"Oct 11, 2020"
5,Average and nothing more,No content,crackcocan,"Jun 17, 2013"
4,Disappointing,"Overall its a disappointing movie in the franchise. The 6 movies have had a mixed bag, with tokyo drift being the best in my opinion. The cinematography and vibrant colours mixed with the culture has more to offer.But moving onto ""Fast & Furious 6"" There really is no acting in this movie. I wasn't expecting much from Dwayne ""The Rock"" Johnson and Vin Diesel, but expected more from Paul Walker (Brian). Also, some the scenes seem to be edited so much as to piece together scenes that don't mix well. On the other hand, most of the action scenes make you feel like you're chasing Shaw yourself which for me adds to the action impact. While the plot is very silly, it will get a few laughs out of you (yes it seems more of an action comedy). And the movie keeps you on the end of your seats. So if you're a fan of this franchise, or any action franchise, see it. If you're more into drama or comedy (although this movie has some of each), I suggest you see something else.",hamish-jon-mclean,"May 29, 2013"
4,fast backward and furious reverse,No content,acocoasa78,"Jul 5, 2013"
4,A low point of the series,"I had to write this review because I couldn't believe my eyes seeing that this is the highest rated F&F of the series. The series had lost its identity completely by this point, becoming a generic action movie with a nod to the cars here and there. If you're looking for unique movies with a real look at car culture the first three movies are iconic and very good films too. The 4th was where they transitioned into more generic action but was still a solid film, but this was absolute trash. I feel like I'm being generous with 4/10. I was openly laughing with my friends in the cinema at the ridiculous aeroplane scene, featuring the 18.37 mile long runway (BBC estimate) and some of the most ridiculous unbelievable almost superhere-esque fighting scenes. I think that scene is an accurate representation of the whole movie. Boring generic action, but ridiculous over the top and badly done action sequences that were embarrassing to watch.",blightersaurus,"Sep 16, 2024"
5,More like a superhero cartoon for kids than a good action movie,"Like I said, the movie has some interesting racing scenes, in addition to fighting and shooting scenes. It looks impressive and thrilling, but everything makes no sense if all the characters are healthy after that. They couldn't have had that much luck. I know Giselle died saving Han but that death was funny too. No one would die like that. She's not even a superhero. Not to mention that the fight scene at the end of the movie on the big plane is very lengthy and meaningless. Dom decides to stay behind to retake the suitcase despite the danger because he believes he will survive after that? Even his sister and his girlfriend were saved earlier? Too ridiculous. All in all, the movie is a bit entertaining, but it looks too much like an animated superhero movie, and the story isn't very dramatic.",dakuchonekobing,"Jan 31, 2022"
2,You don't turn your back on family even when they do,Fast & Furious 6 was so dumb this movie was bad again let's talk about how the story and plot were even the acting in this one was awful yes this one was the last to be set before The Fast And The Furious Tokyo Drift.,jasonmichaeldickinson,"Jun 25, 2021"
1,Another part of the franchise so dead I'm honestly baffled how it makes any money,"I hated FF5 so much that I should have stopped there, and 6 was predictably even worse. I was paying close attention, and I can honestly count on my fingers the number of times that the dialogue *wasn't* overacted, extremely contrived, and/or totally unnecessary. And I'm pretty sure every one of the acceptable lines was the Rock going off script.At least the action is cool, right? Well, actually, no. The action reveals an incredulous lack of understanding of basic physics, and the lack of realism in every single action sequence makes the scenes boring and even unwatchable.The plot, dialogue, and action is inexcusably horrendous. I will be sure to avoid movies written by these screenwriters.",JakeBrinkman,"Apr 11, 2019"
